y	x	PANEL	group
3	118206.955	3	-1
4	118207.002	3	-1
1	118207.05	3	-1
0	118207.098	3	-1
2	118207.145	3	-1
2	118207.193	3	-1
2	118207.241	3	-1
2	118207.288	3	-1
1	118207.336	3	-1
1	118207.384	3	-1
2	118207.431	3	-1
5	118207.479	3	-1
5	118207.527	3	-1
11	118207.574	3	-1
12	118207.622	3	-1
6	118207.67	3	-1
4	118207.717	3	-1
3	118207.765	3	-1
4	118207.813	3	-1
2	118207.86	3	-1
1	118207.908	3	-1
0	118207.955	3	-1
0	118208.003	3	-1
0	118208.051	3	-1
0	118208.098	3	-1
0	118208.146	3	-1
0	118208.194	3	-1
2	118208.241	3	-1
5	118208.289	3	-1
3	118208.337	3	-1
1	118208.384	3	-1
1	118208.432	3	-1
1	118208.48	3	-1
3	118208.527	3	-1
4	118208.575	3	-1
2	118208.623	3	-1
2	118208.67	3	-1
3	118208.718	3	-1
4	118208.765	3	-1
3	118208.813	3	-1
1	118208.861	3	-1
4	118208.908	3	-1
4	118208.956	3	-1
3	118209.004	3	-1
7	118209.051	3	-1
4	118209.099	3	-1
5	118209.147	3	-1
5	118209.194	3	-1
1	118209.242	3	-1
0	118209.29	3	-1
0	118209.337	3	-1
0	118209.385	3	-1
0	118209.433	3	-1
2	118209.48	3	-1
3	118209.528	3	-1
3	118209.576	3	-1
2	118209.623	3	-1
0	118209.671	3	-1
3	118209.718	3	-1
3	118209.766	3	-1
2	118209.814	3	-1
3	118209.861	3	-1
2	118209.909	3	-1
2	118209.957	3	-1
0	118210.004	3	-1
0	118210.052	3	-1
1	118210.1	3	-1
5	118210.147	3	-1
6	118210.195	3	-1
3	118210.243	3	-1
2	118210.29	3	-1
0	118210.338	3	-1
0	118210.386	3	-1
0	118210.433	3	-1
1	118210.481	3	-1
4	118210.529	3	-1
4	118210.576	3	-1
2	118210.624	3	-1
3	118210.671	3	-1
6	118210.719	3	-1
7	118210.767	3	-1
7	118210.814	3	-1
5	118210.862	3	-1
2	118210.91	3	-1
1	118210.957	3	-1
0	118211.005	3	-1
1	118211.053	3	-1
2	118211.1	3	-1
2	118211.148	3	-1
6	118211.196	3	-1
7	118211.243	3	-1
2	118211.291	3	-1
3	118211.339	3	-1
2	118211.386	3	-1
0	118211.434	3	-1
0	118211.482	3	-1
2	118211.529	3	-1
2	118211.577	3	-1
3	118211.624	3	-1
3	118211.672	3	-1
3	118211.72	3	-1
6	118211.767	3	-1
5	118211.815	3	-1
3	118211.863	3	-1
1	118211.91	3	-1
2	118211.958	3	-1
3	118212.006	3	-1
2	118212.053	3	-1
5	118212.101	3	-1
4	118212.149	3	-1
0	118212.196	3	-1
1	118212.244	3	-1
2	118212.292	3	-1
2	118212.339	3	-1
1	118212.387	3	-1
0	118212.435	3	-1
0	118212.482	3	-1
2	118212.53	3	-1
2	118212.577	3	-1
0	118212.625	3	-1
2	118212.673	3	-1
2	118212.72	3	-1
0	118212.768	3	-1
1	118212.816	3	-1
2	118212.863	3	-1
1	118212.911	3	-1
0	118212.959	3	-1
0	118213.006	3	-1
0	118213.054	3	-1
1	118213.102	3	-1
1	118213.149	3	-1
2	118213.197	3	-1
1	118213.245	3	-1
0	118213.292	3	-1
1	118213.34	3	-1
6	118213.388	3	-1
8	118213.435	3	-1
6	118213.483	3	-1
4	118213.53	3	-1
2	118213.578	3	-1
1	118213.626	3	-1
3	118213.673	3	-1
6	118213.721	3	-1
8	118213.769	3	-1
6	118213.816	3	-1
4	118213.864	3	-1
1	118213.912	3	-1
1	118213.959	3	-1
5	118214.007	3	-1
5	118214.055	3	-1
5	118214.102	3	-1
5	118214.15	3	-1
2	118214.198	3	-1
1	118214.245	3	-1
0	118214.293	3	-1
0	118214.341	3	-1
0	118214.388	3	-1
1	118214.436	3	-1
2	118214.483	3	-1
3	118214.531	3	-1
0	118214.579	3	-1
2	118214.626	3	-1
4	118214.674	3	-1
2	118214.722	3	-1
1	118214.769	3	-1
4	118214.817	3	-1
7	118214.865	3	-1
7	118214.912	3	-1
3	118214.96	3	-1
1	118215.008	3	-1
5	118215.055	3	-1
5	118215.103	3	-1
1	118215.151	3	-1
4	118215.198	3	-1
6	118215.246	3	-1
7	118215.294	3	-1
7	118215.341	3	-1
6	118215.389	3	-1
4	118215.436	3	-1
4	118215.484	3	-1
1	118215.532	3	-1
0	118215.579	3	-1
0	118215.627	3	-1
2	118215.675	3	-1
3	118215.722	3	-1
3	118215.77	3	-1
3	118215.818	3	-1
4	118215.865	3	-1
4	118215.913	3	-1
4	118215.961	3	-1
2	118216.008	3	-1
1	118216.056	3	-1
4	118216.104	3	-1
3	118216.151	3	-1
4	118216.199	3	-1
5	118216.247	3	-1
4	118216.294	3	-1
6	118216.342	3	-1
4	118216.389	3	-1
6	118216.437	3	-1
6	118216.485	3	-1
8	118216.532	3	-1
6	118216.58	3	-1
8	118216.628	3	-1
7	118216.675	3	-1
5	118216.723	3	-1
3	118216.771	3	-1
3	118216.818	3	-1
1	118216.866	3	-1
1	118216.914	3	-1
1	118216.961	3	-1
0	118217.009	3	-1
4	118217.057	3	-1
9	118217.104	3	-1
5	118217.152	3	-1
2	118217.2	3	-1
5	118217.247	3	-1
5	118217.295	3	-1
2	118217.342	3	-1
0	118217.39	3	-1
1	118217.438	3	-1
1	118217.485	3	-1
1	118217.533	3	-1
2	118217.581	3	-1
2	118217.628	3	-1
6	118217.676	3	-1
7	118217.724	3	-1
5	118217.771	3	-1
4	118217.819	3	-1
2	118217.867	3	-1
0	118217.914	3	-1
0	118217.962	3	-1
0	118218.01	3	-1
0	118218.057	3	-1
0	118218.105	3	-1
0	118218.153	3	-1
0	118218.2	3	-1
0	118218.248	3	-1
1	118218.295	3	-1
4	118218.343	3	-1
4	118218.391	3	-1
2	118218.438	3	-1
3	118218.486	3	-1
2	118218.534	3	-1
0	118218.581	3	-1
1	118218.629	3	-1
2	118218.677	3	-1
1	118218.724	3	-1
0	118218.772	3	-1
3	118218.82	3	-1
4	118218.867	3	-1
1	118218.915	3	-1
1	118218.963	3	-1
1	118219.01	3	-1
1	118219.058	3	-1
1	118219.105	3	-1
0	118219.153	3	-1
1	118219.201	3	-1
1	118219.248	3	-1
2	118219.296	3	-1
2	118219.344	3	-1
1	118219.391	3	-1
3	118219.439	3	-1
5	118219.487	3	-1
4	118219.534	3	-1
2	118219.582	3	-1
3	118219.63	3	-1
2	118219.677	3	-1
2	118219.725	3	-1
1	118219.773	3	-1
3	118219.82	3	-1
2	118219.868	3	-1
2	118219.916	3	-1
2	118219.963	3	-1
0	118220.011	3	-1
2	118220.058	3	-1
6	118220.106	3	-1
4	118220.154	3	-1
0	118220.201	3	-1
0	118220.249	3	-1
0	118220.297	3	-1
0	118220.344	3	-1
2	118220.392	3	-1
2	118220.44	3	-1
1	118220.487	3	-1
3	118220.535	3	-1
4	118220.583	3	-1
3	118220.63	3	-1
2	118220.678	3	-1
2	118220.726	3	-1
2	118220.773	3	-1
2	118220.821	3	-1
1	118220.869	3	-1
0	118220.916	3	-1
0	118220.964	3	-1
0	118221.011	3	-1
0	118221.059	3	-1
0	118221.107	3	-1
2	118221.154	3	-1
4	118221.202	3	-1
3	118221.25	3	-1
3	118221.297	3	-1
2	118221.345	3	-1
1	118221.393	3	-1
1	118221.44	3	-1
1	118221.488	3	-1
1	118221.536	3	-1
0	118221.583	3	-1
0	118221.631	3	-1
0	118221.679	3	-1
0	118221.726	3	-1
0	118221.774	3	-1
2	118221.822	3	-1
3	118221.869	3	-1
0	118221.917	3	-1
2	118221.964	3	-1
2	118222.012	3	-1
1	118222.06	3	-1
1	118222.107	3	-1
0	118222.155	3	-1
3	118222.203	3	-1
4	118222.25	3	-1
2	118222.298	3	-1
5	118222.346	3	-1
6	118222.393	3	-1
2	118222.441	3	-1
1	118222.489	3	-1
1	118222.536	3	-1
0	118222.584	3	-1
2	118222.632	3	-1
2	118222.679	3	-1
1	118222.727	3	-1
3	118222.775	3	-1
4	118222.822	3	-1
3	118222.87	3	-1
2	118222.917	3	-1
1	118222.965	3	-1
2	118223.013	3	-1
2	118223.06	3	-1
1	118223.108	3	-1
0	118223.156	3	-1
1	118223.203	3	-1
1	118223.251	3	-1
3	118223.299	3	-1
3	118223.346	3	-1
2	118223.394	3	-1
3	118223.442	3	-1
2	118223.489	3	-1
3	118223.537	3	-1
2	118223.585	3	-1
1	118223.632	3	-1
0	118223.68	3	-1
0	118223.728	3	-1
0	118223.775	3	-1
1	118223.823	3	-1
2	118223.87	3	-1
1	118223.918	3	-1
0	118223.966	3	-1
0	118224.013	3	-1
0	118224.061	3	-1
0	118224.109	3	-1
0	118224.156	3	-1
0	118224.204	3	-1
0	118224.252	3	-1
0	118224.299	3	-1
1	118224.347	3	-1
2	118224.395	3	-1
2	118224.442	3	-1
1	118224.49	3	-1
1	118224.538	3	-1
1	118224.585	3	-1
0	118224.633	3	-1
0	118224.681	3	-1
0	118224.728	3	-1
2	118224.776	3	-1
4	118224.823	3	-1
3	118224.871	3	-1
0	118224.919	3	-1
0	118224.966	3	-1
2	118225.014	3	-1
2	118225.062	3	-1
1	118225.109	3	-1
2	118225.157	3	-1
1	118225.205	3	-1
3	118225.252	3	-1
3	118225.3	3	-1
1	118225.348	3	-1
2	118225.395	3	-1
1	118225.443	3	-1
1	118225.491	3	-1
1	118225.538	3	-1
0	118225.586	3	-1
0	118225.634	3	-1
0	118225.681	3	-1
1	118225.729	3	-1
1	118225.776	3	-1
1	118225.824	3	-1
2	118225.872	3	-1
3	118225.919	3	-1
5	118225.967	3	-1
5	118226.015	3	-1
0	118226.062	3	-1
0	118226.11	3	-1
0	118226.158	3	-1
0	118226.205	3	-1
1	118226.253	3	-1
2	118226.301	3	-1
2	118226.348	3	-1
2	118226.396	3	-1
1	118226.444	3	-1
3	118226.491	3	-1
2	118226.539	3	-1
3	118226.587	3	-1
3	118226.634	3	-1
1	118226.682	3	-1
2	118226.729	3	-1
3	118226.777	3	-1
2	118226.825	3	-1
1	118226.872	3	-1
1	118226.92	3	-1
1	118226.968	3	-1
1	118227.015	3	-1
1	118227.063	3	-1
1	118227.111	3	-1
1	118227.158	3	-1
0	118227.206	3	-1
0	118227.254	3	-1
0	118227.301	3	-1
1	118227.349	3	-1
1	118227.397	3	-1
1	118227.444	3	-1
1	118227.492	3	-1
0	118227.54	3	-1
0	118227.587	3	-1
2	118227.635	3	-1
4	118227.682	3	-1
4	118227.73	3	-1
2	118227.778	3	-1
1	118227.825	3	-1
1	118227.873	3	-1
4	118227.921	3	-1
4	118227.968	3	-1
2	118228.016	3	-1
1	118228.064	3	-1
3	118228.111	3	-1
2	118228.159	3	-1
1	118228.207	3	-1
3	118228.254	3	-1
2	118228.302	3	-1
0	118228.35	3	-1
1	118228.397	3	-1
1	118228.445	3	-1
2	118228.493	3	-1
1	118228.54	3	-1
0	118228.588	3	-1
2	118228.635	3	-1
3	118228.683	3	-1
3	118228.731	3	-1
3	118228.778	3	-1
3	118228.826	3	-1
4	118228.874	3	-1
4	118228.921	3	-1
4	118228.969	3	-1
1	118229.017	3	-1
2	118229.064	3	-1
3	118229.112	3	-1
3	118229.16	3	-1
1	118229.207	3	-1
0	118229.255	3	-1
0	118229.303	3	-1
0	118229.35	3	-1
1	118229.398	3	-1
1	118229.445	3	-1
1	118229.493	3	-1
3	118229.541	3	-1
4	118229.588	3	-1
2	118229.636	3	-1
2	118229.684	3	-1
3	118229.731	3	-1
1	118229.779	3	-1
3	118229.827	3	-1
4	118229.874	3	-1
8	118229.922	3	-1
11	118229.97	3	-1
8	118230.017	3	-1
9	118230.065	3	-1
21	118230.113	3	-1
25	118230.16	3	-1
12	118230.208	3	-1
4	118230.256	3	-1
3	118230.303	3	-1
10	118230.351	3	-1
21	118230.398	3	-1
35	118230.446	3	-1
37	118230.494	3	-1
36	118230.541	3	-1
43	118230.589	3	-1
49	118230.637	3	-1
44	118230.684	3	-1
40	118230.732	3	-1
32	118230.78	3	-1
22	118230.827	3	-1
23	118230.875	3	-1
22	118230.923	3	-1
17	118230.97	3	-1
23	118231.018	3	-1
20	118231.066	3	-1
15	118231.113	3	-1
17	118231.161	3	-1
11	118231.209	3	-1
6	118231.256	3	-1
4	118231.304	3	-1
6	118231.351	3	-1
5	118231.399	3	-1
3	118231.447	3	-1
0	118231.494	3	-1
0	118231.542	3	-1
3	118231.59	3	-1
5	118231.637	3	-1
2	118231.685	3	-1
1	118231.733	3	-1
2	118231.78	3	-1
2	118231.828	3	-1
2	118231.876	3	-1
3	118231.923	3	-1
5	118231.971	3	-1
6	118232.019	3	-1
2	118232.066	3	-1
2	118232.114	3	-1
5	118232.162	3	-1
5	118232.209	3	-1
6	118232.257	3	-1
6	118232.304	3	-1
6	118232.352	3	-1
7	118232.4	3	-1
9	118232.447	3	-1
6	118232.495	3	-1
1	118232.543	3	-1
1	118232.59	3	-1
2	118232.638	3	-1
3	118232.686	3	-1
3	118232.733	3	-1
1	118232.781	3	-1
2	118232.829	3	-1
2	118232.876	3	-1
6	118232.924	3	-1
7	118232.972	3	-1
5	118233.019	3	-1
7	118233.067	3	-1
8	118233.115	3	-1
0	118233.162	3	-1
1	118233.21	3	-1
1	118233.257	3	-1
0	118233.305	3	-1
0	118233.353	3	-1
2	118233.4	3	-1
3	118233.448	3	-1
1	118233.496	3	-1
1	118233.543	3	-1
2	118233.591	3	-1
2	118233.639	3	-1
1	118233.686	3	-1
0	118233.734	3	-1
1	118233.782	3	-1
3	118233.829	3	-1
3	118233.877	3	-1
1	118233.925	3	-1
0	118233.972	3	-1
2	118234.02	3	-1
2	118234.068	3	-1
1	118234.115	3	-1
0	118234.163	3	-1
2	118234.21	3	-1
2	118234.258	3	-1
1	118234.306	3	-1
1	118234.353	3	-1
4	118234.401	3	-1
7	118234.449	3	-1
3	118234.496	3	-1
2	118234.544	3	-1
4	118234.592	3	-1
3	118234.639	3	-1
1	118234.687	3	-1
1	118234.735	3	-1
1	118234.782	3	-1
2	118234.83	3	-1
1	118234.878	3	-1
0	118234.925	3	-1
0	118234.973	3	-1
0	118235.021	3	-1
2	118235.068	3	-1
2	118235.116	3	-1
2	118235.163	3	-1
2	118235.211	3	-1
0	118235.259	3	-1
0	118235.306	3	-1
0	118235.354	3	-1
0	118235.402	3	-1
0	118235.449	3	-1
4	118235.497	3	-1
5	118235.545	3	-1
3	118235.592	3	-1
5	118235.64	3	-1
4	118235.688	3	-1
2	118235.735	3	-1
3	118235.783	3	-1
2	118235.831	3	-1
1	118235.878	3	-1
1	118235.926	3	-1
0	118235.974	3	-1
1	118236.021	3	-1
1	118236.069	3	-1
0	118236.116	3	-1
3	118236.164	3	-1
5	118236.212	3	-1
3	118236.259	3	-1
4	118236.307	3	-1
3	118236.355	3	-1
2	118236.402	3	-1
3	118236.45	3	-1
3	118236.498	3	-1
3	118236.545	3	-1
4	118236.593	3	-1
2	118236.641	3	-1
4	118236.688	3	-1
4	118236.736	3	-1
0	118236.784	3	-1
0	118236.831	3	-1
0	118236.879	3	-1
1	118236.927	3	-1
3	118236.974	3	-1
4	118237.022	3	-1
2	118237.069	3	-1
3	118237.117	3	-1
1	118237.165	3	-1
0	118237.212	3	-1
0	118237.26	3	-1
1	118237.308	3	-1
1	118237.355	3	-1
1	118237.403	3	-1
2	118237.451	3	-1
2	118237.498	3	-1
5	118237.546	3	-1
6	118237.594	3	-1
4	118237.641	3	-1
3	118237.689	3	-1
3	118237.737	3	-1
1	118237.784	3	-1
1	118237.832	3	-1
1	118237.88	3	-1
0	118237.927	3	-1
1	118237.975	3	-1
2	118238.022	3	-1
3	118238.07	3	-1
4	118238.118	3	-1
4	118238.165	3	-1
1	118238.213	3	-1
0	118238.261	3	-1
1	118238.308	3	-1
2	118238.356	3	-1
2	118238.404	3	-1
2	118238.451	3	-1
3	118238.499	3	-1
2	118238.547	3	-1
1	118238.594	3	-1
1	118238.642	3	-1
3	118238.69	3	-1
4	118238.737	3	-1
4	118238.785	3	-1
2	118238.833	3	-1
5	118167.406	4	-1
3	118167.453	4	-1
1	118167.501	4	-1
3	118167.548	4	-1
3	118167.596	4	-1
2	118167.644	4	-1
1	118167.691	4	-1
1	118167.739	4	-1
0	118167.787	4	-1
1	118167.834	4	-1
2	118167.882	4	-1
2	118167.93	4	-1
2	118167.977	4	-1
3	118168.025	4	-1
1	118168.073	4	-1
1	118168.12	4	-1
1	118168.168	4	-1
0	118168.216	4	-1
1	118168.263	4	-1
1	118168.311	4	-1
0	118168.358	4	-1
2	118168.406	4	-1
2	118168.454	4	-1
2	118168.501	4	-1
4	118168.549	4	-1
4	118168.597	4	-1
3	118168.644	4	-1
2	118168.692	4	-1
3	118168.74	4	-1
5	118168.787	4	-1
4	118168.835	4	-1
1	118168.883	4	-1
1	118168.93	4	-1
2	118168.978	4	-1
1	118169.026	4	-1
2	118169.073	4	-1
2	118169.121	4	-1
5	118169.169	4	-1
7	118169.216	4	-1
2	118169.264	4	-1
1	118169.311	4	-1
0	118169.359	4	-1
1	118169.407	4	-1
1	118169.454	4	-1
1	118169.502	4	-1
1	118169.55	4	-1
0	118169.597	4	-1
0	118169.645	4	-1
0	118169.693	4	-1
0	118169.74	4	-1
1	118169.788	4	-1
1	118169.836	4	-1
1	118169.883	4	-1
1	118169.931	4	-1
2	118169.979	4	-1
1	118170.026	4	-1
1	118170.074	4	-1
1	118170.122	4	-1
0	118170.169	4	-1
0	118170.217	4	-1
2	118170.264	4	-1
3	118170.312	4	-1
4	118170.36	4	-1
4	118170.407	4	-1
1	118170.455	4	-1
1	118170.503	4	-1
1	118170.55	4	-1
0	118170.598	4	-1
0	118170.646	4	-1
0	118170.693	4	-1
0	118170.741	4	-1
0	118170.789	4	-1
0	118170.836	4	-1
0	118170.884	4	-1
0	118170.932	4	-1
0	118170.979	4	-1
2	118171.027	4	-1
4	118171.075	4	-1
4	118171.122	4	-1
3	118171.17	4	-1
2	118171.217	4	-1
3	118171.265	4	-1
4	118171.313	4	-1
3	118171.36	4	-1
7	118171.408	4	-1
8	118171.456	4	-1
6	118171.503	4	-1
7	118171.551	4	-1
6	118171.599	4	-1
5	118171.646	4	-1
5	118171.694	4	-1
5	118171.742	4	-1
5	118171.789	4	-1
4	118171.837	4	-1
3	118171.885	4	-1
2	118171.932	4	-1
1	118171.98	4	-1
1	118172.028	4	-1
2	118172.075	4	-1
1	118172.123	4	-1
2	118172.17	4	-1
3	118172.218	4	-1
2	118172.266	4	-1
4	118172.313	4	-1
3	118172.361	4	-1
1	118172.409	4	-1
2	118172.456	4	-1
1	118172.504	4	-1
0	118172.552	4	-1
0	118172.599	4	-1
1	118172.647	4	-1
1	118172.695	4	-1
1	118172.742	4	-1
1	118172.79	4	-1
1	118172.838	4	-1
1	118172.885	4	-1
1	118172.933	4	-1
2	118172.981	4	-1
3	118173.028	4	-1
4	118173.076	4	-1
5	118173.123	4	-1
3	118173.171	4	-1
3	118173.219	4	-1
6	118173.266	4	-1
4	118173.314	4	-1
0	118173.362	4	-1
0	118173.409	4	-1
0	118173.457	4	-1
0	118173.505	4	-1
0	118173.552	4	-1
0	118173.6	4	-1
2	118173.648	4	-1
3	118173.695	4	-1
4	118173.743	4	-1
4	118173.791	4	-1
3	118173.838	4	-1
3	118173.886	4	-1
2	118173.934	4	-1
1	118173.981	4	-1
1	118174.029	4	-1
2	118174.076	4	-1
3	118174.124	4	-1
4	118174.172	4	-1
3	118174.219	4	-1
4	118174.267	4	-1
4	118174.315	4	-1
5	118174.362	4	-1
7	118174.41	4	-1
7	118174.458	4	-1
3	118174.505	4	-1
6	118174.553	4	-1
9	118174.601	4	-1
7	118174.648	4	-1
8	118174.696	4	-1
12	118174.744	4	-1
13	118174.791	4	-1
14	118174.839	4	-1
17	118174.887	4	-1
14	118174.934	4	-1
13	118174.982	4	-1
14	118175.029	4	-1
13	118175.077	4	-1
16	118175.125	4	-1
22	118175.172	4	-1
20	118175.22	4	-1
19	118175.268	4	-1
18	118175.315	4	-1
16	118175.363	4	-1
29	118175.411	4	-1
57	118175.458	4	-1
96	118175.506	4	-1
108	118175.554	4	-1
113	118175.601	4	-1
99	118175.649	4	-1
91	118175.697	4	-1
80	118175.744	4	-1
61	118175.792	4	-1
53	118175.84	4	-1
55	118175.887	4	-1
62	118175.935	4	-1
75	118175.982	4	-1
95	118176.03	4	-1
113	118176.078	4	-1
134	118176.125	4	-1
142	118176.173	4	-1
141	118176.221	4	-1
120	118176.268	4	-1
123	118176.316	4	-1
117	118176.364	4	-1
100	118176.411	4	-1
88	118176.459	4	-1
83	118176.507	4	-1
60	118176.554	4	-1
48	118176.602	4	-1
47	118176.65	4	-1
57	118176.697	4	-1
63	118176.745	4	-1
65	118176.793	4	-1
73	118176.84	4	-1
64	118176.888	4	-1
49	118176.935	4	-1
40	118176.983	4	-1
27	118177.031	4	-1
21	118177.078	4	-1
18	118177.126	4	-1
21	118177.174	4	-1
21	118177.221	4	-1
34	118177.269	4	-1
42	118177.317	4	-1
41	118177.364	4	-1
41	118177.412	4	-1
37	118177.46	4	-1
50	118177.507	4	-1
55	118177.555	4	-1
53	118177.603	4	-1
54	118177.65	4	-1
47	118177.698	4	-1
36	118177.745	4	-1
40	118177.793	4	-1
38	118177.841	4	-1
29	118177.888	4	-1
28	118177.936	4	-1
26	118177.984	4	-1
27	118178.031	4	-1
23	118178.079	4	-1
24	118178.127	4	-1
24	118178.174	4	-1
27	118178.222	4	-1
32	118178.27	4	-1
33	118178.317	4	-1
34	118178.365	4	-1
40	118178.413	4	-1
29	118178.46	4	-1
20	118178.508	4	-1
16	118178.556	4	-1
13	118178.603	4	-1
9	118178.651	4	-1
12	118178.698	4	-1
8	118178.746	4	-1
11	118178.794	4	-1
9	118178.841	4	-1
13	118178.889	4	-1
17	118178.937	4	-1
18	118178.984	4	-1
25	118179.032	4	-1
33	118179.08	4	-1
37	118179.127	4	-1
33	118179.175	4	-1
28	118179.223	4	-1
25	118179.27	4	-1
26	118179.318	4	-1
20	118179.366	4	-1
22	118179.413	4	-1
16	118179.461	4	-1
16	118179.509	4	-1
19	118179.556	4	-1
17	118179.604	4	-1
14	118179.651	4	-1
18	118179.699	4	-1
13	118179.747	4	-1
14	118179.794	4	-1
18	118179.842	4	-1
9	118179.89	4	-1
7	118179.937	4	-1
5	118179.985	4	-1
7	118180.033	4	-1
6	118180.08	4	-1
3	118180.128	4	-1
7	118180.176	4	-1
9	118180.223	4	-1
8	118180.271	4	-1
16	118180.319	4	-1
15	118180.366	4	-1
15	118180.414	4	-1
8	118180.462	4	-1
8	118180.509	4	-1
10	118180.557	4	-1
8	118180.604	4	-1
14	118180.652	4	-1
10	118180.7	4	-1
6	118180.747	4	-1
7	118180.795	4	-1
8	118180.843	4	-1
10	118180.89	4	-1
13	118180.938	4	-1
21	118180.986	4	-1
27	118181.033	4	-1
28	118181.081	4	-1
30	118181.129	4	-1
29	118181.176	4	-1
28	118181.224	4	-1
24	118181.272	4	-1
26	118181.319	4	-1
23	118181.367	4	-1
22	118181.415	4	-1
17	118181.462	4	-1
11	118181.51	4	-1
12	118181.557	4	-1
7	118181.605	4	-1
11	118181.653	4	-1
16	118181.7	4	-1
11	118181.748	4	-1
7	118181.796	4	-1
3	118181.843	4	-1
5	118181.891	4	-1
6	118181.939	4	-1
6	118181.986	4	-1
8	118182.034	4	-1
8	118182.082	4	-1
11	118182.129	4	-1
17	118182.177	4	-1
20	118182.225	4	-1
16	118182.272	4	-1
16	118182.32	4	-1
17	118182.368	4	-1
13	118182.415	4	-1
9	118182.463	4	-1
12	118182.51	4	-1
14	118182.558	4	-1
15	118182.606	4	-1
13	118182.653	4	-1
7	118182.701	4	-1
5	118182.749	4	-1
2	118182.796	4	-1
7	118182.844	4	-1
8	118182.892	4	-1
9	118182.939	4	-1
10	118182.987	4	-1
8	118183.035	4	-1
8	118183.082	4	-1
12	118183.13	4	-1
12	118183.178	4	-1
17	118183.225	4	-1
12	118183.273	4	-1
7	118183.321	4	-1
8	118183.368	4	-1
6	118183.416	4	-1
8	118183.463	4	-1
12	118183.511	4	-1
10	118183.559	4	-1
6	118183.606	4	-1
8	118183.654	4	-1
4	118183.702	4	-1
1	118183.749	4	-1
3	118183.797	4	-1
6	118183.845	4	-1
4	118183.892	4	-1
2	118183.94	4	-1
4	118183.988	4	-1
2	118184.035	4	-1
1	118184.083	4	-1
1	118184.131	4	-1
2	118184.178	4	-1
4	118184.226	4	-1
3	118184.274	4	-1
6	118184.321	4	-1
5	118184.369	4	-1
4	118184.416	4	-1
3	118184.464	4	-1
2	118184.512	4	-1
2	118184.559	4	-1
1	118184.607	4	-1
1	118184.655	4	-1
1	118184.702	4	-1
3	118184.75	4	-1
5	118184.798	4	-1
4	118184.845	4	-1
6	118184.893	4	-1
4	118184.941	4	-1
3	118184.988	4	-1
4	118185.036	4	-1
4	118185.084	4	-1
3	118185.131	4	-1
3	118185.179	4	-1
3	118185.227	4	-1
3	118185.274	4	-1
4	118185.322	4	-1
10	118185.369	4	-1
10	118185.417	4	-1
6	118185.465	4	-1
4	118185.512	4	-1
1	118185.56	4	-1
1	118185.608	4	-1
4	118185.655	4	-1
6	118185.703	4	-1
7	118185.751	4	-1
7	118185.798	4	-1
7	118185.846	4	-1
4	118185.894	4	-1
7	118185.941	4	-1
7	118185.989	4	-1
5	118186.037	4	-1
6	118186.084	4	-1
3	118186.132	4	-1
3	118186.18	4	-1
4	118186.227	4	-1
3	118186.275	4	-1
1	118186.322	4	-1
1	118186.37	4	-1
2	118186.418	4	-1
5	118186.465	4	-1
10	118186.513	4	-1
10	118186.561	4	-1
7	118186.608	4	-1
6	118186.656	4	-1
1	118186.704	4	-1
0	118186.751	4	-1
2	118186.799	4	-1
5	118186.847	4	-1
7	118186.894	4	-1
7	118186.942	4	-1
5	118186.99	4	-1
12	118187.037	4	-1
20	118187.085	4	-1
26	118187.133	4	-1
29	118187.18	4	-1
24	118187.228	4	-1
15	118187.275	4	-1
7	118187.323	4	-1
5	118187.371	4	-1
3	118187.418	4	-1
0	118187.466	4	-1
0	118187.514	4	-1
0	118187.561	4	-1
5	118187.609	4	-1
11	118187.657	4	-1
18	118187.704	4	-1
22	118187.752	4	-1
23	118187.8	4	-1
26	118187.847	4	-1
26	118187.895	4	-1
22	118187.943	4	-1
14	118187.99	4	-1
12	118188.038	4	-1
14	118188.085	4	-1
11	118188.133	4	-1
8	118188.181	4	-1
5	118188.228	4	-1
4	118188.276	4	-1
3	118188.324	4	-1
4	118188.371	4	-1
3	118188.419	4	-1
3	118188.467	4	-1
1	118188.514	4	-1
0	118188.562	4	-1
4	118188.61	4	-1
7	118188.657	4	-1
4	118188.705	4	-1
2	118188.753	4	-1
3	118188.8	4	-1
3	118188.848	4	-1
5	118188.896	4	-1
7	118188.943	4	-1
7	118188.991	4	-1
8	118189.038	4	-1
6	118189.086	4	-1
3	118189.134	4	-1
1	118189.181	4	-1
0	118189.229	4	-1
1	118189.277	4	-1
1	118189.324	4	-1
2	118189.372	4	-1
3	118189.42	4	-1
3	118189.467	4	-1
6	118189.515	4	-1
7	118189.563	4	-1
8	118189.61	4	-1
5	118189.658	4	-1
10	118189.706	4	-1
10	118189.753	4	-1
5	118189.801	4	-1
3	118189.849	4	-1
3	118189.896	4	-1
2	118189.944	4	-1
2	118189.991	4	-1
4	118190.039	4	-1
4	118190.087	4	-1
2	118190.134	4	-1
2	118190.182	4	-1
3	118190.23	4	-1
4	118190.277	4	-1
6	118190.325	4	-1
5	118190.373	4	-1
5	118190.42	4	-1
4	118190.468	4	-1
4	118190.516	4	-1
7	118190.563	4	-1
9	118190.611	4	-1
8	118190.659	4	-1
8	118190.706	4	-1
5	118190.754	4	-1
3	118190.802	4	-1
3	118190.849	4	-1
2	118190.897	4	-1
1	118190.944	4	-1
